season,hour,MOST_mean,BRN_ANC_mean,MOST_std,BRN_ANC_std,MOST_n,BRN_ANC_n,n_days
Wet Season (Oct-Apr),8.0,0.1444315843977688,0.13416402216312528,0.0563646204793388,0.06181455716087277,1025,712,1477
Wet Season (Oct-Apr),8.5,0.1436614544143831,0.15196233323771638,0.05992512747847031,0.06517458581916163,1079,679,1477
Wet Season (Oct-Apr),9.0,0.14075848008888897,0.16070975995761846,0.0616977614860636,0.06557512004755273,1100,642,1477
Wet Season (Oct-Apr),9.5,0.1458628950405046,0.18203596851146953,0.06671091720532064,0.07076967557427206,1139,665,1477
Wet Season (Oct-Apr),10.0,0.15866407793209533,0.20566531241992045,0.07228705656111398,0.07130310022413265,1186,726,1477
Wet Season (Oct-Apr),10.5,0.1723421073357547,0.22802790421949443,0.07930943725671641,0.07459191372607507,1239,797,1477
Wet Season (Oct-Apr),11.0,0.18903197965901206,0.24173138304359731,0.0839549751386589,0.0770423845773382,1283,936,1477
Wet Season (Oct-Apr),11.5,0.2068678338158646,0.2596479612403565,0.09182945282512944,0.08585092670624858,1312,1011,1477
Wet Season (Oct-Apr),12.0,0.2269754669942957,0.27452276680326615,0.1004473287262287,0.09107372547756575,1349,1123,1477
Wet Season (Oct-Apr),12.5,0.24685749464761028,0.2875917580987671,0.10820463678782437,0.10014020034017825,1375,1224,1477
Wet Season (Oct-Apr),13.0,0.2613250898417856,0.2960947376356931,0.11833256396093877,0.10667492696588278,1397,1275,1477
Wet Season (Oct-Apr),13.5,0.2777774173240851,0.30463078681835243,0.12496368472540885,0.11367335578587053,1402,1316,1477
Wet Season (Oct-Apr),14.0,0.29185921836484036,0.31363527056373025,0.1263072828066543,0.1190805716288714,1395,1323,1477
Wet Season (Oct-Apr),14.5,0.29755939389913677,0.3135817666599844,0.12739446755218123,0.12405179866947146,1383,1323,1477
Wet Season (Oct-Apr),15.0,0.30090070936614877,0.30953081248427194,0.13620096872001117,0.13509455424948622,1394,1333,1477
Wet Season (Oct-Apr),15.5,0.309595634505932,0.308358616630072,0.1473508615110102,0.14375945591835954,1374,1336,1477
Wet Season (Oct-Apr),16.0,0.3185234904275678,0.30229793842286,0.14989697323575404,0.15331383165011514,1346,1319,1477
Wet Season (Oct-Apr),16.5,0.31991446996427486,0.2913961890540063,0.15097863128840758,0.1628576202167165,1265,1252,1477
Wet Season (Oct-Apr),17.0,0.3144103136239706,0.27623874218486877,0.14736663044905157,0.1673498749275733,1148,1137,1477
Wet Season (Oct-Apr),17.5,0.29540572619731303,0.24666189208484968,0.13957652777370524,0.15400145243599592,955,923,1477
Wet Season (Oct-Apr),18.0,0.2670792796943599,0.2079364728861396,0.14529082278487265,0.14626766701980023,851,814,1477
Wet Season (Oct-Apr),18.5,0.2609855018707301,0.19748774141429074,0.13664429763332897,0.13838267210655927,812,773,1477
Wet Season (Oct-Apr),19.0,0.24605001514030897,0.18716006758678153,0.1328804848556363,0.13219377576137628,772,713,1477
Wet Season (Oct-Apr),19.5,0.23136853348857825,0.1645074464469872,0.119893014816918,0.11654806122362994,668,642,1477
Wet Season (Oct-Apr),20.0,0.21929383406597094,0.1566495982903335,0.11581098500123468,0.11694330508561833,618,591,1477
Wet Season (Oct-Apr),20.5,0.20139957269288353,0.13830360804213254,0.10606363587132724,0.10070867210499368,559,526,1477
Wet Season (Oct-Apr),21.0,0.2050146009518409,0.13336272831422122,0.11223901802574619,0.10395271995060647,475,476,1477
Wet Season (Oct-Apr),21.5,0.19249607923195772,0.12379187178886172,0.09460057919919819,0.08557719177338569,443,424,1477
Wet Season (Oct-Apr),22.0,0.18903332975047607,0.11383952578189294,0.09772455458503233,0.08185456448529917,402,427,1477
Wet Season (Oct-Apr),22.5,0.18369817615121908,0.10899130343781326,0.08754775874230869,0.07330260955535434,364,382,1477
Wet Season (Oct-Apr),23.0,0.16925210349145473,0.10246720318690572,0.08279138216448122,0.07328277564388812,342,368,1477
Wet Season (Oct-Apr),23.5,0.1697432053327285,0.09740160418193407,0.08854539277905948,0.07302730533681887,340,362,1477
